a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.2746,4.5277,4.656,4.7256,2.8075,2.9205,2.091,1.0549,happy
2.1344,2.5,4.0276,1.3752,2.0877,5.0249,2.1891,1.0687,happy
2.4018,1.877,3.1269,1.6498,2.3968,3.2882,2.2859,1.4553,happy
2.1333,2.1429,2.364,1.6726,2.5089,5.3852,1.7459,1.0687,happy
2.4316,3.3855,3.4671,2.0251,2.4973,3.9115,2.3942,1.2384,happy
2.403,2.4715,4.0276,1.5068,2.2875,5.5227,2.1804,1.2047,happy
2.2154,3.5,6.0,1.9661,2.4683,3.6667,1.9091,1.0714,happy
1.7599,2.336,3.2707,1.7291,2.6249,4.0,2.2515,0.9037,happy
2.5583,3.2062,4.0998,2.0127,3.1309,4.6667,2.0727,1.3099,happy
1.8847,3.5037,4.6843,2.2684,2.2684,4.3932,1.9877,1.0816,happy
2.2322,1.9019,3.4677,1.4367,1.6222,4.7854,1.8037,1.1161,happy
2.0,3.4563,3.5694,2.0122,3.5214,3.0104,2.4927,1.0475,happy
2.2626,4.7092,3.6694,1.6863,4.3974,4.219,2.1463,1.101,happy
2.0628,3.4059,4.8,1.935,2.3083,4.3843,1.9826,1.0,happy
2.3518,5.3852,4.2857,2.4693,2.1059,3.25,2.3859,1.2346,happy
2.5505,4.0,4.2754,1.8333,2.5224,5.6667,2.0588,1.25,happy
2.0525,2.6907,3.0635,1.3831,2.2569,7.0178,1.9949,1.1575,happy
1.9032,3.504,3.0267,1.6442,4.2691,4.4385,2.0674,1.0464,happy
2.5977,3.7583,2.2834,1.7705,2.782,4.6667,1.9339,1.332,happy
2.5373,2.2969,3.7347,1.8616,1.926,3.6912,1.9085,1.2551,happy
2.4125,2.4286,3.9156,1.6875,2.2194,6.5,2.2308,1.2941,happy
2.1817,2.8853,3.4342,1.8844,2.6132,3.8243,1.8594,1.1715,happy
2.2623,1.6711,4.8662,2.2771,3.7684,6.0828,1.9066,1.1407,happy
2.0155,4.7434,4.1421,2.5327,2.3551,4.0697,1.9896,1.0467,happy
2.2861,3.9482,4.3875,1.5631,2.733,6.7676,1.8609,1.2423,happy
2.3304,1.9908,2.7047,1.9464,2.6505,2.2,2.7333,1.1149,happy
2.934,1.7379,3.0695,1.8617,2.0436,3.0414,2.0151,1.4356,happy
1.9007,2.8571,2.5212,1.8601,3.2059,4.6667,1.9299,1.0512,happy
3.6765,2.0511,2.6554,2.1811,1.8067,2.3859,2.3074,1.7297,happy
2.477,2.9678,2.7597,2.0704,3.8131,4.4721,1.7903,1.3364,happy
2.1242,3.4726,6.7987,2.2367,2.9163,5.099,1.9039,1.0,happy
1.8768,2.3426,4.4128,1.9225,2.2502,6.6708,2.1942,1.0467,happy
2.2747,2.0,5.8084,1.9031,1.7571,4.3843,2.8223,1.0949,happy
2.1324,2.6762,3.296,1.4402,1.8716,2.9506,2.1934,1.1927,happy
2.8014,1.7409,2.4997,1.6633,1.44,3.8806,1.6441,1.3612,happy
2.2784,3.4234,2.6035,2.0912,2.12,6.2769,1.8647,1.1161,happy
2.8211,2.1287,3.6439,2.7151,2.1827,3.2062,1.9347,1.4142,happy
2.0393,3.2249,4.4096,2.1792,2.5997,3.5795,1.9063,1.0,happy
2.3522,3.4041,2.6851,1.9201,3.2917,4.0139,1.9948,1.2844,happy
2.046,5.7706,3.9088,1.5157,2.2052,3.0414,2.2436,1.1083,happy
2.0677,2.5,5.0288,2.2091,4.0921,3.6667,2.0929,1.0,happy
2.0009,2.8333,2.5701,2.0276,3.9484,6.5,2.0015,1.0605,happy
2.3022,2.0363,4.7329,2.4091,2.588,3.4059,2.7932,1.1324,happy
2.4359,3.8881,2.4166,1.7889,2.2624,3.75,1.8,1.1868,happy
3.2833,1.8601,2.1917,2.1535,2.8408,3.1623,2.0073,1.5376,happy
2.1328,2.4715,4.8331,1.6588,2.4843,4.4944,2.2093,1.0726,happy
1.8515,2.2333,6.0013,1.3917,2.2708,4.4385,2.0857,1.0495,happy
2.2625,4.6146,6.7962,2.07,2.8988,2.7613,2.8081,1.1575,happy
1.7715,2.447,3.4342,1.3333,2.4,7.0178,2.0662,0.9536,happy
1.8339,1.9908,4.8331,1.7905,2.1275,5.0,2.4021,0.9446,happy
2.0376,3.265,4.4241,1.7863,2.1435,4.7566,1.8426,1.1295,happy
2.1111,2.25,2.7833,1.5052,1.9932,7.0,1.9286,1.1667,happy
2.6467,1.9799,2.6712,1.8164,1.9762,4.1231,1.764,1.2857,happy
2.3133,1.4486,4.0793,2.355,2.1409,3.178,2.3881,1.1267,happy
2.4726,2.7996,2.8506,1.748,2.3328,3.3955,2.2154,1.3519,happy
2.625,3.0679,3.3041,1.8248,2.2983,3.7724,2.2361,1.2003,happy
2.0062,3.1236,5.3475,2.1805,2.1655,4.6786,1.9962,1.0539,happy
2.5385,1.8571,5.0288,3.4604,2.1886,4.5,2.225,1.1564,happy
2.4505,4.0,4.1568,2.0039,3.5625,4.7539,2.1961,1.25,happy
2.1213,4.2573,4.306,3.1808,2.572,3.2882,1.8389,1.1219,happy
2.3434,2.4207,3.8293,1.842,1.7214,3.1623,2.0765,1.2282,happy
2.4723,2.6,2.4099,1.7313,1.8599,2.9104,1.9239,1.2403,happy
2.1142,2.838,2.6035,1.9394,2.9045,6.0828,1.9347,1.0,happy
1.958,2.1086,5.0675,1.5878,2.2999,11.4018,2.0792,0.979,happy
2.9283,3.0,2.9341,2.1665,2.2094,2.5795,1.7553,1.3838,happy
2.5582,2.8425,3.3038,1.572,2.3935,4.7539,2.2772,1.1982,happy
2.1041,3.7468,3.0676,1.985,3.4558,7.0178,2.1422,1.1042,happy
2.4276,1.6677,2.5997,1.9025,1.7481,4.5607,2.0685,1.2086,happy
2.1128,2.3599,4.0203,1.6173,4.1234,5.831,2.153,1.1087,happy
2.0197,3.2694,4.0245,1.9094,3.3372,11.068,2.0,1.0,happy
2.2167,2.2207,5.6826,2.2079,1.7607,3.821,2.41,1.1005,happy
1.9551,2.4295,4.8749,1.4,2.3174,5.0,2.2,1.0919,happy
2.3461,3.0463,2.5815,1.7678,1.9141,5.5317,1.7896,1.0607,happy
2.4021,2.2222,3.4125,1.8844,2.1536,3.5355,2.2638,1.2,happy
2.064,3.8471,3.317,1.6299,3.1248,4.4259,2.0,1.1286,happy
2.3936,4.7854,2.6093,1.4972,2.6178,4.7854,1.7232,1.3233,happy
2.11,3.1408,3.7678,1.7386,2.1039,3.1623,2.3213,1.1103,happy
2.5197,2.8555,2.8242,1.68,2.6525,2.4258,2.255,1.4341,happy
2.0704,2.8018,3.8413,1.8496,2.5687,3.4059,2.7307,1.1784,happy
2.747,2.2361,2.9681,1.7452,1.9638,3.2249,1.9538,1.277,happy
2.3155,2.9942,3.0624,1.5648,3.0597,3.6461,1.9473,1.377,happy
2.1674,2.5714,3.4342,2.253,2.4359,3.75,1.8012,1.1667,happy
1.886,2.4286,4.8662,1.8375,2.4169,7.7782,2.0929,1.0653,happy
2.5633,3.2,2.9661,2.0133,4.0266,7.0178,2.0,1.314,happy
1.9093,2.447,2.6877,1.2958,1.9801,6.261,2.1476,1.0454,happy
2.5744,1.9796,2.6712,1.3362,2.2685,6.0,1.9167,1.2457,happy
1.9018,3.1241,3.7833,1.6353,2.1508,7.0178,2.0711,0.9969,happy
2.3009,2.0474,3.8405,1.6448,2.4315,4.6308,1.9765,1.1575,happy
2.4314,3.2249,2.8244,1.8844,3.807,5.0442,1.8037,1.2542,happy
1.91,2.6178,3.8518,1.9244,2.3031,5.4975,1.8241,1.0564,happy
2.1549,4.6146,3.6749,1.6172,2.6077,7.5,1.8,1.1037,happy
2.4135,3.5355,4.4396,2.2011,3.1341,3.0185,2.5495,1.1336,happy
2.07,2.325,4.6205,2.3368,2.4087,4.1231,2.3326,1.0,happy
2.3343,3.0,2.9341,1.9455,2.874,3.7947,2.0833,1.2,happy
2.3114,3.8881,3.4169,1.7,3.9014,5.5,2.3654,1.1868,happy
2.3326,2.336,3.9217,1.613,1.8083,6.0093,1.775,1.1426,happy
2.013,2.4838,3.3168,1.6172,3.2103,10.7005,1.9209,1.0037,happy
2.1422,3.6912,4.858,1.4498,2.3954,7.6485,2.0776,1.0501,happy
2.3915,3.5301,3.6576,2.2337,2.6647,3.0067,1.8637,1.168,happy
2.1506,5.0,2.5222,2.0714,2.5935,5.3333,1.9385,1.1,happy
2.5368,3.75,4.49,1.5675,2.7491,4.0139,2.2484,1.335,happy
2.628,2.4807,5.1758,2.8047,2.4165,3.0,2.3781,1.2273,happy
2.4009,3.638,2.6667,2.505,3.4384,3.5089,1.8538,1.2019,happy
1.9981,2.5031,2.5196,1.6921,2.4393,13.0384,2.2255,1.0487,happy
2.3778,1.4574,2.5455,1.7493,2.4496,4.3461,2.0722,1.2491,happy
2.1696,2.5612,3.0743,2.8876,2.3022,2.9678,1.9714,1.1383,happy
1.8833,2.8333,4.8331,1.1814,2.3451,5.0249,2.3964,1.0017,happy
2.6479,2.3022,3.1734,2.3133,3.0516,4.4385,2.0772,1.3031,happy
2.0474,3.3375,10.0474,1.8953,2.1961,2.6789,2.5366,1.0,happy
2.8757,3.2,2.677,2.2554,2.5955,3.0,2.6667,1.4375,happy
2.1333,1.6,2.6851,2.0342,3.0051,4.0139,2.0828,1.1267,happy
2.2376,5.099,4.7312,2.3358,2.7339,4.0,2.0663,1.0981,happy
2.2804,1.7297,8.714,2.2659,2.0578,3.43,2.07,1.0521,happy
2.238,2.1012,3.7273,1.7496,1.9035,3.6818,2.1136,1.1417,happy
2.1598,3.6222,6.5414,2.2504,3.8435,4.1231,2.153,1.0549,happy
2.4831,4.0552,4.2537,2.6251,3.1355,3.638,1.9607,1.2574,happy
2.3582,2.3016,2.7748,1.6588,2.2423,5.5227,1.9938,1.2164,happy
2.4555,2.557,3.2071,1.9322,1.9322,3.3333,2.1024,1.2295,happy
1.7778,2.8711,5.5909,2.1465,2.6546,5.099,1.9787,0.9444,happy
2.2465,2.6719,2.914,1.7581,1.6039,3.6667,2.0909,1.0604,happy
1.8542,3.0136,4.1218,1.6314,2.5795,5.831,2.1693,1.0056,happy
2.0,3.3375,4.7187,1.6274,2.8235,4.3461,2.2242,0.9988,happy
2.3022,2.4328,3.7346,2.6671,2.4324,4.1231,2.0,1.1173,happy
2.0556,2.5714,5.0495,1.527,1.929,4.3333,1.8462,0.9444,happy
1.9526,4.0,3.5355,1.9415,2.6914,5.0,1.9345,1.0512,happy
2.3188,2.1179,4.4721,1.8421,2.3798,4.9244,1.8667,1.0527,happy
2.1562,3.1408,5.4545,1.8439,2.1582,4.4385,1.9289,1.1042,happy
2.4565,3.3512,2.5914,2.1875,2.4012,3.4821,1.9531,1.1103,happy
2.4555,2.6077,2.3841,2.4539,2.5295,5.5227,1.813,1.153,happy
2.2195,4.3724,4.3333,2.1792,2.371,3.25,2.1593,1.0539,happy
2.1209,3.4,4.0203,2.6166,3.173,5.831,2.0,1.1192,happy
3.2062,2.5,2.4444,1.6713,2.1983,3.6667,2.0,1.6,happy
2.0136,2.2995,3.8041,2.0316,2.2408,4.219,2.0389,1.0,happy
2.5,2.6874,4.3846,1.6986,1.9681,3.3354,1.9717,1.1929,happy
2.2268,3.1461,4.5138,1.8294,2.0268,4.4272,2.5754,1.1388,happy
2.1579,2.375,6.8284,2.2562,2.2562,4.0,2.25,1.0526,happy
2.6626,4.0139,2.4628,1.6481,2.8643,3.6818,2.0,1.3391,happy
2.0952,2.3333,2.5964,2.0764,2.8784,4.0,1.9375,1.0476,happy
1.9003,2.4838,5.2241,1.7285,2.1998,3.8079,2.1656,1.0037,happy
2.2461,4.717,3.7892,1.7282,2.1809,5.7009,1.8339,1.1889,happy
2.1999,3.357,2.9094,1.928,3.9575,6.5765,1.7749,1.1237,happy
1.8892,3.6056,3.8751,1.8484,3.0968,6.5192,1.8471,0.9495,happy
2.6965,3.3631,2.5923,2.0203,2.9045,3.5314,2.3712,1.3435,happy
2.3428,3.3354,4.7447,3.5359,2.6519,5.099,1.8319,1.0,happy
2.2904,1.5561,3.7957,2.2805,4.3866,4.7539,1.8732,1.2324,happy
2.5614,2.3826,4.1292,1.9796,2.0045,3.3242,2.2401,1.1802,happy
2.2829,4.9092,4.0286,1.6129,2.6538,4.3012,1.8188,1.125,happy
2.8125,3.8806,3.0125,2.0558,3.1525,2.9483,1.9956,1.375,happy
2.3887,3.1623,4.6468,1.6634,2.4539,5.5227,1.9034,1.2295,happy
1.9975,2.225,5.6284,2.4868,2.6688,4.3461,2.3009,1.0,happy
2.3214,3.2062,3.5291,2.0046,3.0484,3.0414,2.1435,1.1917,happy
2.1259,2.0637,3.1741,2.1398,3.0286,13.1529,1.9826,1.0041,happy
2.1088,1.6974,3.5512,2.0162,2.2178,3.6162,2.3022,1.0225,happy
2.4182,4.1231,4.1631,2.7212,2.6683,3.8806,1.6887,1.1779,happy
2.2549,3.2249,3.4351,1.4977,2.1966,3.6056,2.3172,1.1094,happy
2.0581,2.4878,3.5747,1.6603,3.2777,10.0499,2.1981,1.0,happy
2.2667,2.1429,4.5308,1.6667,2.4621,8.4853,1.9167,1.0667,happy
1.9414,2.4328,3.2508,1.7535,2.3125,5.5,2.0929,0.9396,happy
2.0982,2.5873,3.3491,2.6511,3.004,5.0111,1.7346,1.1098,happy
2.2626,2.126,4.5757,1.9105,1.8918,3.6667,1.8205,0.9336,happy
3.3148,2.1963,2.25,3.1995,1.8259,3.178,1.8932,1.6601,happy
2.3252,2.7613,6.1623,2.6019,3.4333,4.0552,2.0957,1.0449,happy
1.9613,2.8501,4.518,2.0201,1.9436,7.225,1.8289,0.8846,happy
1.9414,2.4083,10.198,2.111,2.3344,3.35,2.2093,0.9469,happy
1.9443,3.425,3.7314,1.9558,4.2445,6.1847,2.0785,1.0,happy
3.1623,1.2347,2.1623,1.6722,2.9113,3.8006,2.3072,1.7205,happy
2.4124,1.553,4.2788,2.5811,2.4763,3.5355,1.8439,1.0638,happy
2.2471,3.2596,2.6948,1.8836,2.8844,3.4205,2.1563,1.2,happy
2.225,3.0046,3.5178,2.5335,2.5008,8.0156,2.0,1.1662,happy
1.8639,3.1461,3.2924,1.6205,2.6319,8.0623,1.9884,1.0936,happy
1.9476,2.5031,3.0,1.4166,2.2973,3.2596,2.3009,1.0986,happy
2.3697,3.1623,2.8104,1.7226,2.4594,4.1231,2.0073,1.2465,happy
1.9168,2.3902,4.683,1.9026,2.7468,5.0111,2.1961,0.9611,happy
3.0203,2.8101,3.1331,2.886,2.0214,3.9108,1.7759,1.4127,happy
2.4947,3.4041,2.3841,2.0055,3.2545,3.4785,1.9113,1.0687,happy
1.95,2.8571,5.9276,1.4912,2.6717,7.0,1.8571,1.0,happy
2.2765,2.5328,4.4116,1.9542,2.2275,4.5277,2.0553,1.1594,happy
2.8318,2.1705,2.6109,2.444,1.8818,3.9223,1.8028,1.2533,happy
2.1713,2.2634,3.7011,1.8671,2.1705,3.4928,2.5751,1.1625,happy
2.1456,3.9482,2.3864,1.8582,2.63,3.8006,2.1501,1.0728,happy
2.1623,3.0414,3.5096,2.1185,2.0876,3.43,2.2327,1.1729,happy
2.4624,2.6306,4.4331,3.3553,2.5048,4.9396,1.9099,1.2259,happy
2.2645,2.7951,4.3501,1.7347,2.1391,3.7583,2.2966,1.0881,happy
2.4368,3.0414,3.157,1.7601,2.1703,3.1786,2.017,1.3162,happy
2.2475,4.1515,2.949,1.6297,2.343,5.7009,1.8081,1.2971,happy
2.301,1.8067,2.6397,1.6018,1.6018,3.35,2.1981,1.3014,happy
2.0009,2.7948,2.914,1.5,2.3079,6.0,1.9185,1.0017,happy
2.2222,2.25,6.5414,1.5824,2.0812,6.5,2.1538,1.1111,happy
2.2229,1.9878,2.7515,1.6278,2.6045,5.0,1.9333,1.2222,happy
2.1905,2.3191,3.1262,1.7249,2.5522,2.75,3.0909,1.1429,happy
2.3595,3.334,2.9204,1.5205,2.2497,3.3397,1.8289,1.4167,happy
2.5356,3.2596,3.0207,1.7581,2.6371,4.3461,1.8423,1.3827,happy
2.3997,1.6179,4.3749,1.4618,1.7636,3.6056,2.1168,1.1636,happy
2.825,1.7759,2.785,2.0899,1.8156,2.1926,2.456,1.4245,happy
2.2131,3.1279,3.6576,2.6937,2.7471,4.6786,2.0,1.0564,happy
2.4797,2.063,3.378,3.2184,2.8886,3.6497,1.8372,1.2869,happy
2.1642,3.0341,4.2793,1.8569,2.1774,4.2573,2.3489,1.199,happy
2.3323,1.8724,3.485,1.6549,2.3269,4.7726,1.9865,1.2384,happy
2.891,2.2955,3.1587,2.7872,2.2537,2.7019,1.8872,1.3263,happy
2.1566,4.8568,3.7833,2.146,2.7344,4.7434,2.1427,1.1529,happy
2.105,1.8932,2.7386,1.5942,1.8219,4.1231,2.1489,1.1575,happy
2.2105,1.7273,2.7632,1.4171,2.111,2.7456,2.144,1.1065,happy
2.6682,1.8647,5.9276,1.4402,2.2771,4.714,1.8439,1.2656,happy
2.0616,2.5612,3.1741,1.7381,2.6386,6.5765,2.0,1.0549,happy
2.0978,2.0,3.0238,1.5036,2.4366,5.3852,2.2332,1.1219,happy
2.3431,2.325,6.0414,1.5826,2.3348,6.4031,2.3296,1.1402,happy
2.3763,2.1098,2.6419,1.666,2.1336,4.1231,2.6257,1.3127,happy
1.8639,3.6205,3.5725,1.9823,3.4511,7.0,2.144,0.9546,happy
2.2993,2.832,3.4235,1.7389,1.8692,5.0111,2.0621,1.1486,happy
2.0038,2.4763,3.7143,2.6535,2.6019,4.4272,1.8585,1.1108,happy
2.2231,1.4593,3.9563,2.1067,1.9768,3.0104,2.5958,1.1611,happy
2.6742,2.9417,2.1294,2.2235,2.2235,3.5,1.9286,1.335,happy
2.1999,1.531,1.8769,1.4666,2.0656,4.4721,1.9416,1.2393,happy
2.2654,1.806,5.5909,2.1703,2.1111,8.544,2.7548,1.1327,happy
2.4455,2.6355,3.063,1.4457,2.2235,6.261,1.8585,1.1868,happy
2.7706,2.557,3.0207,1.7546,2.2831,4.4385,1.6402,1.3061,happy
2.6317,2.2591,3.7273,2.0538,1.8263,3.6878,2.5924,1.2574,happy
3.099,2.01,2.4034,1.5781,2.0817,2.8636,2.3296,1.5952,happy
1.9657,4.4045,4.9377,1.8157,2.8709,3.8275,1.8261,1.0532,happy
2.5495,4.7726,3.1722,1.7925,2.9435,4.0,2.1866,1.4659,happy
2.5871,3.357,3.0559,1.8094,3.1636,3.6702,1.9869,1.3487,happy
2.3229,2.7316,2.5908,1.9358,2.6172,3.7262,2.0028,1.2268,happy
1.8339,3.0046,6.0414,4.0555,2.9956,5.0,2.3,0.8875,happy
2.3712,2.6355,3.1769,1.6776,2.5468,6.7082,1.7385,1.1917,happy
2.8755,3.2062,2.6165,1.6759,2.4966,3.0067,2.1992,1.5023,neutral
2.6588,4.0139,3.1429,2.875,3.7324,3.6818,2.0843,1.4118,neutral
2.4004,4.1868,5.9445,3.4776,2.3113,3.5795,1.9318,1.1815,neutral
2.63,9.5131,2.5969,1.7649,2.9213,3.6705,1.7279,1.5251,neutral
2.6942,4.3461,2.1507,1.8906,2.7892,2.6679,2.1837,1.3827,neutral
2.2699,4.3925,3.6576,2.3472,2.7619,5.3437,1.7566,1.1648,neutral
2.9235,2.1731,6.0828,2.5408,2.1028,2.3616,2.091,1.3827,neutral
2.6926,3.9108,4.4567,2.5041,2.165,2.9678,2.0655,1.377,neutral
2.9341,3.75,3.6043,2.0533,2.3869,3.3955,2.0825,1.4727,neutral
2.9921,3.2596,2.4886,2.1937,2.344,3.75,1.9345,1.5339,neutral
2.6,3.0,2.5826,2.0,4.0,4.3333,2.2308,1.4016,neutral
2.6467,3.3955,2.8304,1.6296,2.2819,3.3333,2.6019,1.2877,neutral
2.7621,2.6077,3.4286,2.0173,2.397,2.5125,2.4896,1.3827,neutral
2.6466,2.8284,3.5468,2.2042,3.0232,4.2426,2.1461,1.4142,neutral
3.0089,4.3333,3.1505,1.9925,2.3482,3.0067,2.0,1.6941,neutral
2.7019,2.557,3.4342,2.3913,3.0022,3.1623,1.9312,1.4653,neutral
2.7239,3.5795,2.7681,1.7127,3.3662,3.5089,1.7232,1.3343,neutral
2.64,3.4041,2.8304,2.6511,4.3873,2.8071,1.925,1.3556,neutral
2.5387,4.4721,2.4976,2.0119,3.87,4.8374,1.7308,1.373,neutral
2.9113,3.0104,2.6411,1.8507,2.0189,2.4375,2.4955,1.504,neutral
3.3248,2.7203,3.4169,2.2277,2.3162,2.7735,2.0,1.6624,neutral
2.5321,2.8333,4.4223,2.6693,2.6693,4.0,2.6719,1.413,neutral
2.8235,2.4083,2.6913,1.7581,3.5162,4.4385,1.5691,1.4118,neutral
2.7418,4.0139,5.5,2.5582,2.5969,2.75,1.9091,1.2457,neutral
2.4507,2.5754,2.6166,1.8831,1.5816,2.7996,1.9414,1.3359,neutral
3.0856,2.6,3.0142,3.663,3.256,2.2361,3.039,1.5385,neutral
2.7899,2.5257,2.223,1.5629,1.8819,3.2358,2.0389,1.4649,neutral
2.5848,3.0265,3.4613,1.7249,2.7328,6.7231,1.8673,1.394,neutral
2.9286,2.8,2.677,1.2478,1.9292,3.638,2.0011,1.7143,neutral
3.3485,3.1064,2.6564,1.8028,3.5349,4.095,2.181,1.6742,neutral
2.756,2.2902,3.4314,1.9311,2.1958,1.9796,2.7518,1.4469,neutral
2.7883,3.1901,2.4466,2.0104,2.9255,3.0923,2.0468,1.4624,neutral
2.8534,3.4041,3.5,2.2342,1.9415,3.0067,1.7972,1.4267,neutral
3.2644,3.7268,3.0207,1.8252,2.873,2.3859,1.919,1.531,neutral
3.4301,2.9205,2.9566,2.0555,2.224,4.5069,1.7276,1.9173,neutral
2.4266,2.3393,3.4342,2.4083,2.6468,3.6818,2.1804,1.3556,neutral
3.0714,2.8,2.8293,2.1476,3.0067,3.75,2.0,1.6429,neutral
2.797,5.0111,3.75,2.9117,2.6273,2.8284,2.0518,1.3985,neutral
2.5489,6.5,2.4628,2.2226,2.7782,3.1623,1.7657,1.31,neutral
2.3251,2.4572,3.5229,2.2032,2.9479,6.2129,2.1606,1.1511,neutral
3.2706,2.6789,2.5985,2.4166,2.9749,3.0104,2.0828,1.6397,neutral
3.0177,1.8326,2.4117,1.779,2.0478,2.1926,2.4739,1.5452,neutral
2.7412,4.1593,2.6164,2.2639,3.6504,4.0139,1.9262,1.3014,neutral
3.469,3.8471,2.7808,2.035,2.39,4.9092,1.6723,1.5356,neutral
2.75,2.9104,3.0677,2.0104,1.9907,3.6818,1.9099,1.3359,neutral
2.7653,4.3461,3.1942,2.875,2.6759,3.6818,2.0823,1.3038,neutral
2.9263,2.9678,3.5355,2.04,2.0195,2.5495,2.9678,1.4673,neutral
3.0034,2.8,2.5718,2.3356,2.5066,2.6355,1.7477,1.5,neutral
2.9286,3.5,3.1568,2.2746,2.2746,3.5,2.0,1.4286,neutral
3.3295,1.7759,2.5495,1.4213,1.6888,3.7947,1.5855,1.6601,neutral
2.5775,3.171,3.2828,2.5253,2.7297,2.5,2.4037,1.3675,neutral
2.7382,3.6702,2.9301,1.8303,2.2368,2.6789,2.6643,1.3478,neutral
2.4486,4.7854,3.5355,2.7205,2.7472,3.25,2.1662,1.3282,neutral
3.1377,2.9483,2.6413,1.8688,2.7189,3.7583,2.1328,1.5357,neutral
3.0765,2.1731,3.3218,2.3895,2.0659,3.5,2.0727,1.5416,neutral
3.0795,3.6818,4.0276,2.1261,1.7596,2.7526,1.5739,1.5418,neutral
3.357,2.5495,2.6035,1.9228,2.5991,3.7268,2.2645,1.7894,neutral
2.6783,3.9108,3.9156,1.8415,2.1102,2.6306,2.4436,1.4318,neutral
3.232,3.0414,2.3287,2.4877,2.7808,3.1901,1.9144,1.4887,neutral
2.4726,2.4328,3.1612,2.1526,1.9026,3.5,2.2902,1.4142,neutral
2.9231,3.25,2.833,2.5042,2.5042,3.25,1.9231,1.4615,neutral
2.4383,8.0,2.677,4.0195,5.2182,2.6667,1.9375,1.4375,neutral
3.4919,1.7202,3.75,1.9114,1.9308,2.6789,2.5415,1.7459,neutral
2.7406,3.75,3.4169,2.1731,2.1731,3.5089,1.8579,1.335,neutral
2.7222,4.7854,2.38,2.3489,3.4699,3.7832,1.8609,1.3282,neutral
2.507,3.1379,3.1942,2.2564,2.6551,3.5,1.9286,1.25,neutral
3.3113,2.6,2.6065,2.945,2.3103,3.2596,2.2295,1.6172,neutral
2.6934,2.1667,3.0689,1.924,2.5307,4.3333,1.8462,1.3846,neutral
2.6009,5.0,2.6465,2.0027,3.0733,2.3534,2.4181,1.4,neutral
2.6062,16.2788,2.847,3.29,4.7931,3.6497,1.7129,1.3736,neutral
3.0,2.1173,2.7643,2.0629,2.1192,2.7653,2.0531,1.4987,neutral
2.7539,3.1901,3.3711,1.5113,6.0923,4.714,1.8507,1.5376,neutral
2.3496,4.2573,3.4342,2.2562,2.6548,5.6667,1.5893,1.1759,neutral
2.2707,3.9528,2.3844,1.982,2.924,4.219,1.8542,1.1662,neutral
2.7588,4.8374,2.6598,1.9788,3.7882,5.8214,1.6397,1.5387,neutral
2.7143,2.8,3.1942,2.25,3.375,4.6667,1.9286,1.3571,neutral
2.6942,4.3461,2.3399,2.9638,2.9638,2.3616,2.091,1.389,neutral
2.797,3.0067,3.5178,2.8702,2.6093,2.9205,2.3268,1.3985,neutral
2.4881,2.1324,3.4372,2.1279,1.9439,4.3012,2.2324,1.3649,neutral
3.1623,2.7116,2.7902,2.0173,3.0259,4.3843,1.9249,1.7088,neutral
2.4258,4.0311,3.6128,3.6992,3.6431,4.4272,1.9404,1.2465,neutral
2.718,2.8,4.6904,1.823,1.8138,3.153,2.1552,1.4304,neutral
2.5519,2.2,2.8755,1.5992,2.2385,3.35,1.8932,1.1957,neutral
2.8008,3.75,2.7402,2.4285,4.857,3.0,2.0044,1.4682,neutral
3.2841,3.4785,2.3447,3.1475,3.9813,2.7735,1.6279,1.5481,neutral
3.2308,2.6,3.5178,2.357,2.0203,3.0,1.9345,1.6941,neutral
2.4527,5.3437,3.5178,1.9311,2.6033,2.7526,2.1481,1.3159,neutral
3.6816,1.675,2.3256,2.0,2.4,3.1623,2.5,1.7911,neutral
2.9713,2.0358,2.7612,1.6452,2.193,3.1751,2.0,1.4908,neutral
3.0808,3.25,3.2678,2.1013,2.4726,2.7456,1.8571,1.4636,neutral
2.2952,3.1925,3.087,2.5343,2.2147,3.0,1.7951,1.3132,neutral
2.8018,2.2804,4.1631,1.7365,2.3174,4.714,2.1225,1.3038,neutral
2.8135,3.6461,2.6811,1.9225,2.0782,2.6306,2.2166,1.477,neutral
4.2638,2.1662,3.363,2.6066,2.2342,3.25,2.3896,2.0,neutral
2.7938,7.5166,3.2635,1.9799,2.1538,2.6719,1.8724,1.4649,neutral
3.971,1.3437,2.6402,1.8869,1.5817,3.3993,2.0685,1.7409,neutral
2.5694,3.1379,2.1234,1.7547,2.6778,3.8806,1.8125,1.4375,neutral
2.8472,3.25,3.7582,2.5,2.7403,3.0,2.0,1.3868,neutral
2.9396,2.6077,2.4976,1.5251,2.0196,3.1623,2.0835,1.5511,neutral
2.595,2.6306,4.0276,3.0048,2.1853,1.9612,2.3022,1.2947,neutral
2.6667,3.0,3.3997,2.9,2.9,3.7583,1.8625,1.3333,neutral
1.9947,2.9774,3.2707,1.6547,2.8957,3.0104,2.1656,1.0506,neutral
2.9091,3.6667,2.5248,5.7604,2.8802,3.6818,1.8197,1.3667,neutral
2.4083,3.4059,3.75,2.4224,2.4224,3.5,2.1429,1.2919,neutral
2.9908,2.9205,2.53,1.9379,2.9069,2.8071,1.7114,1.4948,neutral
4.1126,2.25,2.1501,2.6679,3.0197,2.5,2.1095,1.7812,neutral
2.7857,4.4272,3.0857,2.5533,2.1699,3.5,1.8571,1.3571,neutral
